epochs,loss,val_loss,rmse,val_rmse
0,0.4076230227947235,0.3193892538547516,0.6384536027908325,0.5651453137397766
1,0.34958866238594055,0.30150306224823,0.5912602543830872,0.5490929484367371
2,0.3329996168613434,0.2906888723373413,0.5770611763000488,0.5391557216644287
3,0.32385414838790894,0.2855725586414337,0.5690818428993225,0.5343899130821228
4,0.3185345232486725,0.2821340560913086,0.564388632774353,0.5311629176139832
5,0.3140508234500885,0.2795395851135254,0.5604023933410645,0.5287150144577026
6,0.3106553852558136,0.27748292684555054,0.5573647022247314,0.5267664790153503
7,0.3079671561717987,0.27533477544784546,0.5549479126930237,0.5247235298156738
8,0.3048916757106781,0.2729254364967346,0.5521699786186218,0.5224226713180542
9,0.3027647137641907,0.2715819478034973,0.5502405762672424,0.5211352705955505
10,0.30065760016441345,0.2701528072357178,0.5483225584030151,0.5197622776031494
11,0.29881083965301514,0.2705259323120117,0.5466359257698059,0.5201210975646973
12,0.29792219400405884,0.2684458792209625,0.5458225011825562,0.5181176066398621
13,0.2964666485786438,0.26749101281166077,0.5444875359535217,0.5171953439712524
14,0.2951647639274597,0.265836238861084,0.5432906746864319,0.5155931115150452
15,0.29372161626815796,0.2653903663158417,0.5419608950614929,0.5151605010032654
16,0.29285547137260437,0.2680518627166748,0.5411612391471863,0.5177372694015503
17,0.29147428274154663,0.26501622796058655,0.539883553981781,0.5147972702980042
18,0.29085859656333923,0.26486867666244507,0.5393130779266357,0.5146539211273193
19,0.2899707555770874,0.2615790069103241,0.5384893417358398,0.5114479660987854
20,0.2886885404586792,0.2620689570903778,0.5372974276542664,0.5119267106056213
21,0.2883177697658539,0.26114264130592346,0.5369523167610168,0.5110211968421936
22,0.28737786412239075,0.2638368606567383,0.5360763669013977,0.5136505365371704
23,0.2868678569793701,0.25926557183265686,0.535600483417511,0.5091812610626221
24,0.2858351469039917,0.25978073477745056,0.5346355438232422,0.5096868872642517
25,0.2851060628890991,0.26048359274864197,0.5339532494544983,0.5103759169578552
26,0.28433161973953247,0.2585347294807434,0.5332275629043579,0.5084630846977234
27,0.2835777997970581,0.25764793157577515,0.5325202345848083,0.5075902938842773
28,0.2826085686683655,0.25865453481674194,0.5316094160079956,0.5085809230804443
29,0.2821890711784363,0.25602784752845764,0.531214714050293,0.5059919357299805
30,0.28156259655952454,0.25584495067596436,0.5306247472763062,0.5058111548423767
31,0.2811872363090515,0.256244957447052,0.5302709341049194,0.5062064528465271
32,0.279921293258667,0.2548944354057312,0.5290758609771729,0.5048707127571106
33,0.2793051600456238,0.2565475404262543,0.5284932851791382,0.5065052509307861
34,0.27881374955177307,0.25389859080314636,0.5280281901359558,0.5038834810256958
35,0.2782321572303772,0.25400251150131226,0.5274771451950073,0.5039865970611572
36,0.27707022428512573,0.25259771943092346,0.5263745784759521,0.5025910139083862
37,0.2770036458969116,0.25303971767425537,0.5263113379478455,0.50303053855896
38,0.2760343551635742,0.2526910901069641,0.5253897309303284,0.5026838779449463
39,0.2754891812801361,0.2504150867462158,0.5248706340789795,0.5004149079322815
40,0.2750684916973114,0.25283944606781006,0.5244697332382202,0.5028313994407654
41,0.2744143307209015,0.2505509853363037,0.5238457322120667,0.5005506873130798
42,0.27373334765434265,0.2483125776052475,0.5231953263282776,0.4983097314834595
43,0.273579478263855,0.24895960092544556,0.5230482816696167,0.4989585280418396
44,0.27304214239120483,0.24842756986618042,0.5225343704223633,0.49842509627342224
45,0.27220475673675537,0.24977688491344452,0.5217324495315552,0.49977684020996094
46,0.27159935235977173,0.2500404715538025,0.5211519598960876,0.5000404715538025
47,0.27162641286849976,0.2477342188358307,0.5211778879165649,0.4977290630340576
48,0.27066221833229065,0.248755544424057,0.5202520489692688,0.49875399470329285
49,0.2708442509174347,0.24694839119911194,0.5204269886016846,0.4969390332698822
50,0.27025720477104187,0.2456427365541458,0.5198626518249512,0.4956235885620117
51,0.2690269351005554,0.24960988759994507,0.5186780691146851,0.49960973858833313
52,0.2689846158027649,0.24552425742149353,0.5186372399330139,0.4955040514469147
53,0.2691565752029419,0.24504946172237396,0.5188030004501343,0.495024710893631
54,0.2686898112297058,0.2466546893119812,0.5183529853820801,0.49664342403411865
55,0.2681427597999573,0.24602967500686646,0.5178250074386597,0.4960137903690338
56,0.26814597845077515,0.24458637833595276,0.517828106880188,0.4945567548274994
57,0.2670736312866211,0.2456977218389511,0.5167916417121887,0.4956790506839752
58,0.2671033442020416,0.2442587912082672,0.5168204307556152,0.4942254424095154
59,0.2670285701751709,0.24427542090415955,0.5167480707168579,0.49424228072166443
60,0.2665041983127594,0.24504615366458893,0.5162404179573059,0.49502137303352356
61,0.2660192847251892,0.24496756494045258,0.5157705545425415,0.49494197964668274
62,0.26604005694389343,0.24530483782291412,0.5157907009124756,0.4952825903892517
63,0.26561978459358215,0.24366693198680878,0.5153831243515015,0.49362629652023315
64,0.2652283012866974,0.2457759529352188,0.5150032043457031,0.49575796723365784
65,0.26493996381759644,0.24137087166309357,0.5147231817245483,0.49129509925842285
66,0.2648274004459381,0.24226586520671844,0.5146138072013855,0.49220511317253113
67,0.2644972503185272,0.24168619513511658,0.5142929553985596,0.491615891456604
68,0.2642209529876709,0.24247130751609802,0.5140242576599121,0.4924137592315674
69,0.26388174295425415,0.2433754950761795,0.5136942267417908,0.49333101511001587
70,0.26360392570495605,0.2432330846786499,0.5134237408638,0.4931866526603699
71,0.2630321979522705,0.2411801666021347,0.5128666758537292,0.4911009669303894
72,0.26297691464424133,0.24367496371269226,0.5128127336502075,0.493634432554245
73,0.26288843154907227,0.24165226519107819,0.5127264857292175,0.49158138036727905
74,0.26227229833602905,0.24197083711624146,0.5121252536773682,0.4919053018093109
75,0.26238304376602173,0.2423597127199173,0.5122333765029907,0.492300420999527
76,0.2620503902435303,0.24353840947151184,0.5119085907936096,0.4934961199760437
77,0.26186439394950867,0.24144430458545685,0.5117268562316895,0.4913698136806488
78,0.2615424394607544,0.23855586349964142,0.5114122033119202,0.48842179775238037
79,0.2611333429813385,0.2401646226644516,0.511012077331543,0.49006593227386475
80,0.2612594664096832,0.2400650531053543,0.511135458946228,0.4899643361568451
