epochs,loss,val_loss,rmse,val_rmse
0,0.46502915024757385,0.33648887276649475,0.6819304823875427,0.5800766348838806
1,0.39114031195640564,0.3206959366798401,0.625412106513977,0.5663002133369446
2,0.37162497639656067,0.30992117524147034,0.6096104979515076,0.55670565366745
3,0.3595653176307678,0.30358830094337463,0.5996376276016235,0.550988495349884
4,0.3513471484184265,0.2952926456928253,0.5927454233169556,0.5434083342552185
5,0.345283180475235,0.29584169387817383,0.5876080393791199,0.5439133048057556
6,0.33929499983787537,0.290903776884079,0.5824903249740601,0.5393549799919128
7,0.33630603551864624,0.2913764417171478,0.5799189805984497,0.5397929549217224
8,0.33211731910705566,0.28662440180778503,0.5762962102890015,0.5353731513023376
9,0.32903948426246643,0.28907856345176697,0.5736196041107178,0.5376602411270142
10,0.32628491520881653,0.283251017332077,0.5712135434150696,0.5322133302688599
11,0.32400038838386536,0.28007176518440247,0.5692102909088135,0.5292180776596069
12,0.32229453325271606,0.2822413444519043,0.5677099227905273,0.5312638878822327
13,0.3205782175064087,0.278544545173645,0.5661962628364563,0.5277732014656067
14,0.3190179169178009,0.275599867105484,0.5648167133331299,0.5249760746955872
15,0.3175699710845947,0.2786436975002289,0.5635334849357605,0.5278671383857727
16,0.3169073462486267,0.2756381332874298,0.5629452466964722,0.5250124931335449
17,0.31423449516296387,0.2743530869483948,0.560566246509552,0.523787260055542
18,0.3139057457447052,0.27321091294288635,0.5602729320526123,0.5226958394050598
19,0.3120917081832886,0.2757442891597748,0.5586516857147217,0.525113582611084
20,0.31115618348121643,0.27466922998428345,0.5578137636184692,0.524088978767395
21,0.31019705533981323,0.26956069469451904,0.5569533705711365,0.5191923379898071
22,0.30886316299438477,0.27029868960380554,0.5557546019554138,0.5199025869369507
23,0.30816930532455444,0.2712157070636749,0.5551300048828125,0.5207837224006653
24,0.30735528469085693,0.2714439928531647,0.5543963313102722,0.5210028886795044
25,0.30594614148139954,0.2719491422176361,0.5531240105628967,0.5214874148368835
26,0.3050481975078583,0.27396348118782043,0.5523116588592529,0.523415207862854
27,0.30465006828308105,0.2711130678653717,0.5519511699676514,0.5206851959228516
28,0.30381008982658386,0.269207239151001,0.5511897206306458,0.5188518762588501
29,0.3029809892177582,0.2707805633544922,0.5504370927810669,0.5203657746315002
30,0.3021029531955719,0.2690006196498871,0.5496389269828796,0.5186526775360107
31,0.301724374294281,0.2643718421459198,0.5492944121360779,0.5141710042953491
32,0.3012072741985321,0.26958805322647095,0.5488235354423523,0.5192186832427979
33,0.30099204182624817,0.26560351252555847,0.5486274361610413,0.515367329120636
34,0.299961656332016,0.26489493250846863,0.5476875305175781,0.5146794319152832
35,0.2991628050804138,0.2622663676738739,0.546957790851593,0.512119472026825
36,0.29935669898986816,0.2630246877670288,0.5471349954605103,0.5128593444824219
37,0.29812461137771606,0.2668059170246124,0.5460078716278076,0.5165325999259949
38,0.2976756989955902,0.2625540792942047,0.5455966591835022,0.5124003291130066
39,0.2981002628803253,0.26362720131874084,0.5459855794906616,0.5134463906288147
40,0.29701343178749084,0.26037654280662537,0.5449894070625305,0.5102710723876953
41,0.29670092463493347,0.26515355706214905,0.5447025895118713,0.5149306058883667
42,0.2958233058452606,0.2690853476524353,0.5438964366912842,0.5187343955039978
43,0.2956169843673706,0.2650192975997925,0.5437067151069641,0.5148002505302429
44,0.29558658599853516,0.26269811391830444,0.5436787605285645,0.5125408172607422
45,0.2950323820114136,0.26258066296577454,0.543168842792511,0.5124262571334839
46,0.2943538427352905,0.2603878378868103,0.542543888092041,0.5102820992469788
47,0.29434967041015625,0.26425573229789734,0.5425400137901306,0.5140581130981445
48,0.29383721947669983,0.2605711817741394,0.5420675277709961,0.5104617476463318
49,0.2935197651386261,0.2598165273666382,0.5417746305465698,0.5097219944000244
50,0.29284927248954773,0.2651185393333435,0.5411555171012878,0.5148966312408447
51,0.2915545403957367,0.2597143352031708,0.5399578809738159,0.5096217393875122
52,0.2920182943344116,0.25776687264442444,0.5403871536254883,0.5077074766159058
53,0.2920334041118622,0.25776243209838867,0.5404011607170105,0.5077030658721924
54,0.2902095913887024,0.26151517033576965,0.5387110710144043,0.5113855600357056
55,0.29119396209716797,0.2581169903278351,0.5396239161491394,0.5080521702766418
56,0.2901099622249603,0.2617279887199402,0.5386185646057129,0.5115935802459717
57,0.28970572352409363,0.25405195355415344,0.5382431745529175,0.5040356516838074
58,0.2890108823776245,0.2569998502731323,0.5375972986221313,0.5069515109062195
59,0.2889125347137451,0.2582157254219055,0.5375058650970459,0.5081493258476257
60,0.28853148221969604,0.26326945424079895,0.5371512770652771,0.513097882270813
61,0.28829243779182434,0.2587995231151581,0.5369287133216858,0.5087234377861023
62,0.2877254784107208,0.25410324335098267,0.5364004969596863,0.5040865540504456
63,0.2874734103679657,0.25821369886398315,0.5361654758453369,0.5081472992897034
64,0.28684717416763306,0.25724518299102783,0.5355811715126038,0.5071934461593628
65,0.28696349263191223,0.258221834897995,0.5356897115707397,0.508155345916748
66,0.285868376493454,0.2592841684818268,0.5346665978431702,0.5091995596885681
67,0.285892128944397,0.25412610173225403,0.5346888303756714,0.5041092038154602
